GeneID	KOID	PathwayID
gid1061.1.1	K13029	map00460
gid10620.0.1	K11583	map03015
gid106210.0.1	K08248	map00460
gid106220.0.1	K07748	map00100
gid106282.0.1	K00939	map00230
gid106282.0.1	K00939	map00730
gid106294.0.3	K12319	map00230
gid1062.0.1	K04728	map03440
gid106309.0.1	K13993	map04141
gid10632.0.1	K00600	map00260
gid10632.0.1	K00600	map00460
gid10632.0.1	K00600	map00630
gid10632.0.1	K00600	map00670
gid106337.0.1	K13420	map04016
gid106337.0.1	K13420	map04626
gid10633.0.1	K00029	map00620
gid10633.0.1	K00029	map00710
gid106343.0.2	K03125	map03022
gid10635.0.1	K09564	map03040
gid106360.0.1	K03006	map00230
gid106360.0.1	K03006	map00240
gid106360.0.1	K03006	map03020
gid106360.0.2	K03006	map00230
gid106360.0.2	K03006	map00240
gid106360.0.2	K03006	map03020
gid106364.0.1	K08497	map04130
gid106383.0.1	K14012	map04141
gid1063.1.1	K01510	map00230
gid1063.1.1	K01510	map00240
gid10641.0.1	K00430	map00940
gid10643.0.1	K02964	map03010
gid106444.0.1	K00021	map00900
gid10644.0.1	K02942	map03010
gid10644.0.2	K02942	map03010
gid106463.0.1	K03012	map00230
gid106463.0.1	K03012	map00240
gid106463.0.1	K03012	map03020
gid106469.0.4	K14379	map00740
gid10646.0.1	K15633	map00010
gid10646.0.1	K15633	map00260
gid10647.0.1	K02987	map03010
gid10648.0.1	K16222	map04712
gid10649.0.1	K01228	map00510
gid10649.0.1	K01228	map04141
gid10649.0.2	K01426	map00330
gid10649.0.2	K01426	map00360
gid10649.0.2	K01426	map00380
gid10652.0.2	K02738	map03050
gid106602.0.1	K15920	map00520
gid106608.0.2	K00558	map00270
gid106608.1.1	K00558	map00270
gid10662.0.1	K06892	map00940
gid106634.0.1	K12471	map04144
gid10663.0.1	K05681	map02010
gid106640.0.1	K00787	map00900
gid10664.0.1	K12893	map03040
gid10665.0.1	K06123	map00564
gid10665.0.1	K06123	map00565
gid106660.0.1	K00901	map00561
gid106660.0.1	K00901	map00564
gid106660.0.1	K00901	map04070
gid106664.0.1	K00430	map00940
gid106667.0.2	K00006	map00564
gid106670.0.1	K13950	map00790
gid106687.0.1	K01051	map00040
gid10668.0.1	K12194	map04144
gid106700.1.2	K00422	map00350
gid106700.1.2	K00422	map00950
gid106709.0.1	K01886	map00970
gid106716.0.1	K14500	map04075
gid10673.0.1	K00615	map00030
gid10673.0.1	K00615	map00710
gid10673.0.1	K00615	map01051
gid106741.0.2	K12446	map00520
gid10674.0.1	K12812	map03013
gid10674.0.1	K12812	map03015
gid10674.0.1	K12812	map03040
gid10675.0.1	K01177	map00500
gid10676.0.1	K12586	map03018
gid106778.0.1	K20772	map00270
gid106778.0.1	K20772	map04016
gid106784.0.1	K01191	map00511
gid106788.0.2	K05749	map03013
gid10680.0.1	K20606	map04016
gid106813.0.1	K02126	map00190
gid106827.0.1	K06943	map03008
gid10682.0.1	K13448	map04626
gid106837.0.1	K18443	map04144
gid106865.0.1	K03681	map03018
gid10688.1.1	K11088	map03040
gid106937.0.1	K12877	map03013
gid106937.0.1	K12877	map03015
gid106937.0.1	K12877	map03040
gid106943.0.1	K06689	map04120
gid106943.0.1	K06689	map04141
gid106949.0.1	K11984	map03040
gid106949.0.2	K11984	map03040
gid10694.0.1	K05857	map00562
gid10694.0.1	K05857	map04070
gid10694.0.1	K05857	map04933
gid106972.0.1	K09481	map03060
gid106972.0.1	K09481	map04141
gid106972.0.1	K09481	map04145
gid10697.0.1	K01176	map00500
gid107011.0.1	K08913	map00196
gid107011.0.2	K08913	map00196
gid107016.0.2	K03006	map00230
gid107016.0.2	K03006	map00240
gid107016.0.2	K03006	map03020
gid107020.0.1	K00058	map00260
gid107022.0.1	K16223	map04712
gid10709.0.1	K02433	map00970
gid107103.0.1	K13941	map00790
gid10711.0.1	K02433	map00970
gid107141.0.1	K13424	map04016
gid107157.0.2	K10573	map04120
gid107160.0.1	K22503	map00970
gid107181.0.2	K14175	map00909
gid10718.0.1	K04124	map00904
gid10719.0.1	K01598	map00770
gid107205.0.1	K10581	map04120
gid107228.0.1	K01455	map00460
gid107228.0.1	K01455	map00630
gid107228.0.1	K01455	map00910
gid107229.0.2	K02154	map00190
gid107229.0.2	K02154	map04145
gid10723.0.1	K00326	map00520
gid107252.0.2	K13126	map03013
gid107252.0.2	K13126	map03015
gid107252.0.2	K13126	map03018
gid107253.0.1	K03094	map04120
gid107253.0.1	K03094	map04141
gid10725.0.1	K02634	map00195
gid10727.0.1	K01465	map00240
gid10729.0.1	K02877	map03010
gid10729.1.1	K02877	map03010
gid1072.1.1	K01756	map00230
gid1072.1.1	K01756	map00250
gid1072.3.1	K01756	map00230
gid1072.3.1	K01756	map00250
gid107307.0.1	K01872	map00970
gid10730.0.1	K03006	map00230
gid10730.0.1	K03006	map00240
gid10730.0.1	K03006	map03020
gid107312.0.1	K14486	map04075
gid107333.0.1	K11584	map03015
gid107337.0.5	K02999	map00230
gid107337.0.5	K02999	map00240
gid107337.0.5	K02999	map03020
gid10735.0.3	K11129	map03008
gid107367.0.1	K05278	map00941
gid10736.0.1	K16221	map04712
gid107379.1.1	K00326	map00520
gid10737.0.1	K05894	map00592
gid107382.0.1	K02932	map03010
gid1073.0.1	K10597	map04120
gid1073.0.1	K10597	map04141
gid107401.0.2	K14641	map00230
gid107401.0.2	K14641	map00240
gid107401.0.3	K14641	map00230
gid107401.0.3	K14641	map00240
gid107438.0.1	K03030	map03050
gid107459.0.1	K01148	map03018
gid107465.0.3	K08734	map03430
gid107467.0.2	K00279	map00908
gid107477.0.1	K13448	map04626
gid107506.0.1	K01515	map00230
gid10750.0.1	K20495	map00071
gid10750.0.1	K20495	map00073
gid107513.0.1	K10760	map00908
gid107513.0.2	K10760	map00908
gid107592.0.1	K01723	map00592
gid107598.0.1	K14416	map03015
gid1075.0.1	K01805	map00040
gid1075.0.1	K01805	map00051
gid1075.1.1	K01805	map00040
gid1075.1.1	K01805	map00051
gid1075.1.2	K01805	map00040
gid1075.1.2	K01805	map00051
gid107602.0.1	K13832	map00400
gid107644.0.1	K10575	map04120
gid107644.0.1	K10575	map04141
gid10766.0.2	K12447	map00040
gid10766.0.2	K12447	map00052
gid10766.0.2	K12447	map00053
gid10766.0.2	K12447	map00520
gid107670.0.1	K00430	map00940
gid10767.0.1	K12890	map03040
gid107686.0.1	K02739	map03050
gid107686.0.2	K02739	map03050
gid1076.0.1	K03787	map00230
gid1076.0.1	K03787	map00240
gid1076.0.1	K03787	map00760
gid10771.0.1	K00784	map03013
gid107743.0.1	K03061	map03050
gid10775.0.2	K08739	map03430
gid10778.0.1	K06689	map04120
gid10778.0.1	K06689	map04141
gid10778.0.2	K06689	map04120
gid10778.0.2	K06689	map04141
gid10778.0.3	K06689	map04120
gid10778.0.3	K06689	map04141
gid10778.1.1	K06689	map04120
gid10778.1.1	K06689	map04141
gid10778.1.3	K06689	map04120
gid10778.1.3	K06689	map04141
gid107808.0.1	K02975	map03010
gid107821.1.1	K03355	map04120
gid107840.0.1	K00487	map00130
gid107840.0.1	K00487	map00360
gid107840.0.1	K00487	map00940
gid107840.0.1	K00487	map00941
gid107840.0.1	K00487	map00945
gid107846.0.1	K01915	map00220
gid107846.0.1	K01915	map00250
gid107846.0.1	K01915	map00630
gid107846.0.1	K01915	map00910
gid107856.0.1	K02978	map03010
gid107865.0.1	K03241	map03013
gid10786.0.1	K05391	map04626
gid107896.0.1	K02690	map00195
gid107896.0.2	K02690	map00195
gid1078.0.1	K10592	map04120
gid10792.0.1	K01807	map00030
gid10792.0.1	K01807	map00710
gid107949.0.1	K12592	map03018
gid10795.1.1	K07374	map04145
gid107978.0.1	K19893	map00500
gid10797.0.1	K02866	map03010
gid10797.0.2	K02866	map03010
gid10798.0.1	K03006	map00230
gid10798.0.1	K03006	map00240
gid10798.0.1	K03006	map03020
gid10798.2.1	K03006	map00230
gid10798.2.1	K03006	map00240
gid10798.2.1	K03006	map03020
gid107997.0.1	K02997	map03010
gid1079.0.2	K05740	map04933
gid108025.0.1	K05894	map00592
gid10802.0.1	K00847	map00051
gid10802.0.1	K00847	map00500
gid10802.0.1	K00847	map00520
gid108045.0.2	K00235	map00020
gid108045.0.2	K00235	map00190
gid108048.0.3	K12119	map04712
gid10804.0.1	K14488	map04075
gid108057.0.1	K10414	map04145
gid108079.0.1	K14411	map03015
gid108079.0.2	K14411	map03015
gid108079.0.3	K14411	map03015
gid108127.0.1	K01251	map00270
gid108132.0.1	K17888	map04136
gid108133.0.1	K04718	map00600
gid108174.0.4	K20781	map00514
gid10818.0.1	K01733	map00260
gid10818.0.1	K01733	map00750
gid108217.0.1	K12821	map03040
gid10823.0.1	K02896	map03010
gid108259.0.2	K11984	map03040
gid108262.0.1	K00558	map00270
gid108269.0.1	K06269	map03015
gid10826.0.1	K00432	map00480
gid10826.0.1	K00432	map00590
gid10827.0.1	K01738	map00270
gid10827.0.1	K01738	map00920
gid10833.0.1	K13436	map04626
gid108348.0.1	K13412	map04626
gid108348.0.2	K13412	map04626
gid10834.0.1	K21232	map04122
gid108354.0.1	K02947	map03010
gid108357.0.1	K01051	map00040
gid108373.0.1	K01114	map00562
gid108373.0.1	K01114	map00564
gid108373.0.1	K01114	map00565
gid108394.0.1	K01873	map00970
gid108394.0.3	K01873	map00970
gid108398.0.2	K00276	map00260
gid108398.0.2	K00276	map00350
gid108398.0.2	K00276	map00360
gid108398.0.2	K00276	map00410
gid108398.0.2	K00276	map00950
gid108398.0.2	K00276	map00960
gid10839.0.1	K12524	map00260
gid10839.0.1	K12524	map00261
gid10839.0.1	K12524	map00270
gid10839.0.1	K12524	map00300
gid10839.2.1	K12524	map00260
gid10839.2.1	K12524	map00261
gid10839.2.1	K12524	map00270
gid10839.2.1	K12524	map00300
gid108404.0.1	K15746	map00906
gid108410.0.1	K04802	map03030
gid108410.0.1	K04802	map03410
gid108410.0.1	K04802	map03420
gid108410.0.1	K04802	map03430
gid108412.0.1	K03252	map03013
gid108415.0.4	K02954	map03010
gid10841.0.1	K18081	map00562
gid10841.0.1	K18081	map04070
gid10843.1.1	K15718	map00591
gid108444.0.2	K00927	map00010
gid108444.0.2	K00927	map00710
gid10846.0.1	K00228	map00860
gid108478.0.1	K07374	map04145
gid108493.0.2	K00759	map00230
gid10849.1.1	K14565	map03008
gid108528.0.4	K13508	map00561
gid108528.0.4	K13508	map00564
gid108548.1.1	K01759	map00620
gid108655.0.2	K10846	map03420
gid108658.0.1	K01761	map00270
gid108658.0.1	K01761	map00450
gid10868.0.2	K14498	map04016
gid10868.0.2	K14498	map04075
gid108690.0.2	K15516	map03013
gid108697.0.1	K00857	map00240
gid10869.0.1	K17839	map00330
gid10869.0.1	K17839	map00410
gid10869.0.2	K17839	map00330
gid10869.0.2	K17839	map00410
gid108720.1.1	K07375	map04145
gid10876.1.1	K03231	map03013
gid108778.0.1	K14308	map03013
gid10877.0.1	K08726	map00590
gid10877.0.1	K08726	map04146
gid108809.0.1	K02976	map03010
gid10881.0.1	K00831	map00260
gid10881.0.1	K00831	map00750
gid10881.1.1	K00831	map00260
gid10881.1.1	K00831	map00750
gid10881.2.1	K00831	map00260
gid10881.2.1	K00831	map00750
gid10882.0.1	K12449	map00520
gid108846.0.1	K00654	map00600
gid108880.0.1	K10573	map04120
gid108880.0.3	K10573	map04120
gid10888.0.1	K03283	map03040
gid10888.0.1	K03283	map04141
gid10888.0.1	K03283	map04144
gid1088.0.1	K14486	map04075
gid108932.0.1	K01227	map00511
gid10894.0.1	K01082	map00920
gid10894.0.2	K01082	map00920
gid10895.0.2	K02111	map00190
gid10895.0.2	K02111	map00195
gid10895.0.3	K02111	map00190
gid10895.0.3	K02111	map00195
gid10900.0.1	K10775	map00360
gid10900.0.1	K10775	map00940
gid10900.0.2	K10775	map00360
gid10900.0.2	K10775	map00940
gid10901.0.1	K01464	map00240
gid10901.0.1	K01464	map00410
gid10901.0.1	K01464	map00770
gid109039.0.1	K01099	map00562
gid109039.0.1	K01099	map04070
gid109042.0.1	K12501	map00130
gid109061.0.1	K03100	map03060
gid10909.0.1	K02943	map03010
gid1090.0.1	K01662	map00730
gid1090.0.1	K01662	map00900
gid1090.0.2	K01662	map00730
gid1090.0.2	K01662	map00900
gid1090.1.1	K01662	map00730
gid1090.1.1	K01662	map00900
gid10910.0.1	K04728	map03440
gid109125.0.1	K05907	map00920
gid109140.0.1	K02896	map03010
gid109140.0.2	K02896	map03010
gid109155.0.1	K02885	map03010
gid10918.0.1	K01426	map00330
gid10918.0.1	K01426	map00360
gid10918.0.1	K01426	map00380
gid109194.0.1	K04077	map03018
gid109204.0.1	K01679	map00020
gid109204.0.1	K01679	map00620
gid10928.0.1	K12823	map03040
gid10928.0.2	K12823	map03040
gid109306.0.1	K00140	map00280
gid109306.0.1	K00140	map00410
gid109306.0.1	K00140	map00562
gid109306.0.1	K00140	map00640
gid10930.0.1	K13459	map04626
gid10930.1.1	K13459	map04626
gid10932.0.1	K04802	map03030
gid10932.0.1	K04802	map03410
gid10932.0.1	K04802	map03420
gid10932.0.1	K04802	map03430
gid109337.0.1	K12842	map03040
gid109339.0.1	K03062	map03050
gid109339.0.2	K03062	map03050
gid109367.0.1	K02901	map03010
gid10936.0.1	K08902	map00195
gid10938.1.1	K08852	map04141
gid10939.0.1	K02957	map03010
gid10940.0.1	K03006	map00230
gid10940.0.1	K03006	map00240
gid10940.0.1	K03006	map03020
gid10941.0.1	K13457	map04626
gid109421.0.1	K12447	map00040
gid109421.0.1	K12447	map00052
gid109421.0.1	K12447	map00053
gid109421.0.1	K12447	map00520
gid109445.0.1	K03123	map03022
gid109479.0.1	K12471	map04144
gid109490.0.1	K01568	map00010
gid109503.0.1	K14544	map03008
gid10951.0.1	K03809	map00130
gid10951.0.2	K03809	map00130
gid109542.0.1	K01520	map00240
gid109550.0.1	K14486	map04075
gid10956.0.1	K09555	map04141
gid109573.0.1	K10875	map03440
gid10962.0.1	K03006	map00230
gid10962.0.1	K03006	map00240
gid10962.0.1	K03006	map03020
gid10962.0.2	K03006	map00230
gid10962.0.2	K03006	map00240
gid10962.0.2	K03006	map03020
gid109645.0.2	K12741	map03040
gid109645.0.3	K12741	map03040
gid109678.0.1	K15923	map00511
gid109678.1.1	K15923	map00511
gid109678.1.2	K15923	map00511
gid10969.0.2	K18875	map04626
gid109709.0.2	K12189	map04144
gid109711.0.1	K01142	map03410
gid109718.0.2	K00873	map00010
gid109718.0.2	K00873	map00230
gid109718.0.2	K00873	map00620
gid10972.0.1	K05894	map00592
gid10972.0.2	K05894	map00592
gid10972.0.3	K05894	map00592
gid109731.0.1	K01191	map00511
gid10973.0.1	K02153	map00190
gid10973.0.1	K02153	map04145
gid109749.0.1	K14498	map04016
gid109749.0.1	K14498	map04075
gid10974.0.2	K22013	map00860
gid10975.0.1	K01246	map03410
gid109761.0.1	K05907	map00920
gid109766.0.2	K10745	map03030
gid10977.0.1	K15639	map00905
gid109805.0.1	K00049	map00260
gid109805.0.1	K00049	map00620
gid109805.0.1	K00049	map00630
gid109831.0.1	K01662	map00730
gid109831.0.1	K01662	map00900
gid10984.0.1	K08912	map00196
gid10984.1.1	K08912	map00196
gid10984.1.2	K08912	map00196
gid109885.0.1	K13523	map00561
gid109885.0.1	K13523	map00564
gid109885.0.3	K13523	map00561
gid109885.0.3	K13523	map00564
gid10988.0.1	K15718	map00591
gid109891.0.2	K14486	map04075
gid109914.0.1	K02955	map03010
gid109936.0.1	K00799	map00480
gid109959.0.1	K03715	map00561
gid10996.0.2	K00588	map00360
gid10996.0.2	K00588	map00940
gid10996.0.2	K00588	map00941
gid10996.0.2	K00588	map00945
gid10996.0.3	K00588	map00360
gid10996.0.3	K00588	map00940
gid10996.0.3	K00588	map00941
gid10996.0.3	K00588	map00945
gid10999.0.1	K07513	map00071
gid10999.0.1	K07513	map00280
gid10999.0.1	K07513	map00592
gid10999.0.1	K07513	map01040
gid10999.0.1	K07513	map04146
gid1099.0.1	K20538	map04016
gid110002.0.4	K01873	map00970
gid110002.0.5	K01873	map00970
gid11000.0.1	K02932	map03010
gid11003.0.1	K01535	map00190
gid11003.0.2	K01535	map00190
gid11003.3.1	K01535	map00190
gid110059.0.1	K12873	map03040
gid110080.0.1	K01535	map00190
gid110086.0.1	K05546	map00510
gid110086.0.1	K05546	map04141
gid110108.0.1	K02961	map03010
gid110108.0.2	K02961	map03010
gid11011.0.1	K12447	map00040
gid11011.0.1	K12447	map00052
gid11011.0.1	K12447	map00053
gid11011.0.1	K12447	map00520
gid11011.1.1	K12447	map00040
gid11011.1.1	K12447	map00052
gid11011.1.1	K12447	map00053
gid11011.1.1	K12447	map00520
gid110128.0.1	K03006	map00230
gid110128.0.1	K03006	map00240
gid110128.0.1	K03006	map03020
gid110129.0.1	K01702	map00290
gid110151.0.1	K00895	map00010
gid110151.0.1	K00895	map00030
gid110151.0.1	K00895	map00051
gid110153.0.1	K18696	map00564
gid11016.0.1	K02875	map03010
gid11018.0.1	K00943	map00240
gid1101.0.1	K10686	map04120
gid110211.0.2	K00029	map00620
gid110211.0.2	K00029	map00710
gid110211.0.3	K00029	map00620
gid110211.0.3	K00029	map00710
gid110220.0.1	K07513	map00071
gid110220.0.1	K07513	map00280
gid110220.0.1	K07513	map00592
gid110220.0.1	K07513	map01040
gid110220.0.1	K07513	map04146
gid110227.0.1	K00799	map00480
gid110239.0.1	K00430	map00940
gid110248.0.5	K03018	map00230
gid110248.0.5	K03018	map00240
gid110248.0.5	K03018	map03020
gid11025.0.1	K13066	map00940
gid11026.0.1	K10746	map03430
gid110275.0.1	K02955	map03010
gid11027.0.1	K14004	map03013
gid11027.0.1	K14004	map04141
gid110281.0.2	K05643	map02010
gid11028.0.1	K19476	map04144
gid1102.0.1	K01770	map00900
gid11032.0.1	K12471	map04144
gid11035.0.1	K01068	map00062
gid11035.0.1	K01068	map01040
gid11036.0.1	K00432	map00480
gid11036.0.1	K00432	map00590
gid110399.0.1	K01583	map00330
gid1103.0.1	K08489	map04130
gid11040.0.1	K13457	map04626
gid11040.1.1	K13457	map04626
gid110415.0.1	K08901	map00195
gid11041.0.1	K01255	map00480
gid1104.0.1	K14485	map04075
gid1104.2.1	K14485	map04075
gid110507.0.1	K05740	map04933
gid110509.0.1	K12309	map00052
gid110509.0.1	K12309	map00511
gid110509.0.1	K12309	map00531
gid110509.0.1	K12309	map00600
gid110509.0.1	K12309	map00604
gid110523.0.3	K08495	map04130
gid11052.0.1	K10683	map03440
gid110532.0.2	K14006	map04141
gid11053.0.1	K14399	map03015
gid110542.2.1	K13024	map04070
gid11058.0.1	K14305	map03013
gid1105.0.1	K11099	map03040
gid110602.0.3	K10884	map03450
gid11060.0.1	K00962	map00230
gid11060.0.1	K00962	map00240
gid11060.0.1	K00962	map03018
gid110648.0.1	K02540	map03030
gid110648.0.3	K02540	map03030
gid110666.0.1	K13811	map00230
gid110666.0.1	K13811	map00261
gid110666.0.1	K13811	map00450
gid110666.0.1	K13811	map00920
gid110666.0.2	K13811	map00230
gid110666.0.2	K13811	map00261
gid110666.0.2	K13811	map00450
gid110666.0.2	K13811	map00920
gid11066.0.1	K02987	map03010
gid110677.0.3	K14442	map03018
gid11067.0.2	K14500	map04075
gid11068.0.1	K20279	map00562
gid11068.0.1	K20279	map04070
gid110700.0.1	K12309	map00052
gid110700.0.1	K12309	map00511
gid110700.0.1	K12309	map00531
gid110700.0.1	K12309	map00600
gid110700.0.1	K12309	map00604
gid110708.0.2	K00894	map00564
gid11071.0.1	K00036	map00030
gid11071.0.1	K00036	map00480
gid110738.0.2	K02209	map03030
gid110739.0.1	K01623	map00010
gid110739.0.1	K01623	map00030
gid110739.0.1	K01623	map00051
gid110739.0.1	K01623	map00710
gid110739.0.4	K01623	map00010
gid110739.0.4	K01623	map00030
gid110739.0.4	K01623	map00051
gid110739.0.4	K01623	map00710
gid11073.0.1	K01810	map00010
gid11073.0.1	K01810	map00030
gid11073.0.1	K01810	map00500
gid11073.0.1	K01810	map00520
gid110747.0.1	K10592	map04120
gid110766.0.2	K13648	map00520
gid110767.0.1	K08266	map04136
gid11077.0.1	K05681	map02010
gid11077.1.1	K05681	map02010
gid11078.0.1	K13347	map04146
gid110827.0.1	K02878	map03010
gid11083.0.1	K00660	map00941
gid11083.0.1	K00660	map04712
gid11088.0.1	K14559	map03008
gid110891.0.3	K06965	map03015
gid1108.0.1	K03809	map00130
gid11090.0.1	K01444	map00511
gid110918.0.1	K00026	map00020
gid110918.0.1	K00026	map00270
gid110918.0.1	K00026	map00620
gid110918.0.1	K00026	map00630
gid110918.0.1	K00026	map00710
gid11091.0.1	K05349	map00460
gid11091.0.1	K05349	map00500
gid11091.0.1	K05349	map00940
gid11092.1.1	K03541	map00195
gid11093.0.1	K15095	map00902
gid110958.0.1	K14497	map04016
gid110958.0.1	K14497	map04075
gid110980.0.1	K12198	map04144
gid110981.0.1	K14497	map04016
gid110981.0.1	K14497	map04075
gid110981.1.1	K14497	map04016
gid110981.1.1	K14497	map04075
gid1109.0.1	K01255	map00480
gid111071.1.1	K15728	map00561
gid111071.1.1	K15728	map00564
gid111071.1.2	K15728	map00561
gid111071.1.2	K15728	map00564
gid111075.0.1	K09667	map00514
gid111081.0.1	K02183	map04016
gid111081.0.1	K02183	map04070
gid1110.0.1	K03104	map03060
gid11111.0.1	K14332	map00195
gid111124.0.1	K02926	map03010
gid111180.1.2	K12125	map04712
gid111208.0.1	K03553	map03440
gid111231.1.2	K06063	map03040
gid111273.0.1	K14321	map03013
gid11128.0.1	K10666	map04141
gid11129.0.1	K10747	map03030
gid11129.0.1	K10747	map03410
gid11129.0.1	K10747	map03420
gid11129.0.1	K10747	map03430
gid1112.0.1	K13343	map04146
gid111304.0.1	K01246	map03410
gid111316.1.1	K12489	map04144
gid11131.0.1	K13511	map00564
gid11133.0.1	K00993	map00440
gid11133.0.1	K00993	map00564
gid11133.0.1	K00993	map00565
gid111344.0.2	K02548	map00130
gid11135.0.1	K13082	map00941
gid111400.0.1	K11423	map00310
gid111401.0.1	K10775	map00360
gid111401.0.1	K10775	map00940
gid111412.0.1	K03131	map03022
gid11142.0.1	K07253	map00350
gid11142.0.1	K07253	map00360
gid111464.0.1	K01899	map00020
gid111464.0.1	K01899	map00640
gid111512.0.1	K03246	map03013
gid111518.0.1	K15404	map00073
gid11155.0.1	K00588	map00360
gid11155.0.1	K00588	map00940
gid11155.0.1	K00588	map00941
gid11155.0.1	K00588	map00945
gid111587.0.1	K05293	map00563
gid11159.0.1	K05933	map00270
gid11159.0.2	K05933	map00270
gid1115.0.1	K01184	map00040
gid11160.0.1	K02293	map00906
gid111619.0.1	K13459	map04626
gid11161.0.1	K10529	map00592
gid111622.0.3	K03146	map00730
gid111624.0.2	K00873	map00010
gid111624.0.2	K00873	map00230
gid111624.0.2	K00873	map00620
gid111639.0.1	K02930	map03010
gid111649.0.2	K02183	map04016
gid111649.0.2	K02183	map04070
gid111652.0.1	K01897	map00061
gid111652.0.1	K01897	map00071
gid111652.0.1	K01897	map04146
gid11166.0.1	K08503	map04130
gid111676.0.2	K05277	map00941
gid111711.0.2	K12472	map04144
gid111711.1.1	K12472	map04144
gid111713.0.1	K00763	map00760
gid111729.0.1	K02321	map00230
gid111729.0.1	K02321	map00240
gid111729.0.1	K02321	map03030
gid11172.0.1	K00430	map00940
gid111737.0.1	K13648	map00520
gid11173.0.1	K01179	map00500
gid111743.0.1	K14497	map04016
gid111743.0.1	K14497	map04075
gid11175.0.1	K02866	map03010
gid111786.0.1	K13343	map04146
gid11179.0.1	K12472	map04144
gid11182.0.1	K00029	map00620
gid11182.0.1	K00029	map00710
gid111837.0.1	K00417	map00190
gid111837.0.2	K00417	map00190
gid11184.0.1	K02324	map00230
